long,points,PTS,pa,PA,ab,AB,singles,1B,doubles,2B,triples,3B,home_runs,HR,walks,BB,strikeouts,K,sb,SB,cs,CS,runs,R,rbi,RBI,hbp,HBP,outs,O
3467 -- david murphy -- CLE -- OF,5.84779,5.93400,4.13000,4.27600,3.77000,3.97100,0.66536,0.69200,0.17466,0.19500,0.00846,0.00900,0.06329,0.06100,0.29893,0.30500,0.57295,0.63100,0.01000,0.00700,0.01000,0.01200,0.38000,0.38100,0.44000,0.40900,0.00500,0.00000,2.39385,3.01400
8474 -- chris colabello -- TOR -- OF,5.83160,6.08500,4.19000,4.33000,3.88000,4.02900,0.60934,0.64000,0.15902,0.16400,0.00000,0.00000,0.09316,0.10000,0.27843,0.30100,1.12322,1.19600,0.02000,0.03100,0.02000,0.01700,0.40000,0.36900,0.42000,0.44200,0.01000,0.00000,1.74829,3.12500
7788 -- gregory polanco -- PIT -- OF,5.82177,5.59800,3.83000,3.76800,3.41000,3.42200,0.55493,0.55600,0.15130,0.16200,0.00909,0.01100,0.04976,0.04900,0.34006,0.34600,0.67116,0.64200,0.22000,0.17200,0.07000,0.06800,0.31000,0.27400,0.27000,0.28900,0.01500,0.00000,1.78991,2.64400
6476 -- salvador perez -- KC -- C,5.81022,6.15900,3.91000,4.02300,3.75000,3.90000,0.63773,0.69100,0.15779,0.15200,0.00885,0.01600,0.12182,0.12200,0.11455,0.12300,0.50798,0.55000,0.01000,0.00800,0.00000,0.00000,0.38000,0.35100,0.38000,0.49500,0.01000,0.00000,2.07181,2.91900
6679 -- nick castellanos -- DET -- 3B,5.79486,5.72100,4.14000,4.26100,3.84000,4.06500,0.64605,0.63800,0.18284,0.19000,0.02591,0.02600,0.06880,0.07600,0.21861,0.19600,0.87032,0.94200,0.01000,0.00500,0.01000,0.00600,0.39000,0.35600,0.39000,0.38600,0.01000,0.00000,1.88095,3.13500
178 -- erick aybar -- LAA -- SS,5.79302,5.60800,4.19000,4.30200,3.91000,4.08600,0.70623,0.70600,0.18556,0.20000,0.01273,0.01200,0.03761,0.03700,0.20433,0.21600,0.48579,0.53000,0.07000,0.07200,0.04000,0.03700,0.37000,0.31900,0.41000,0.33400,0.01500,0.00000,2.22665,3.13100
6233 -- marc krauss -- DET -- 1B/OF,5.78298,5.95300,4.03000,4.15700,3.60000,3.83900,0.53369,0.58300,0.16456,0.16300,0.02591,0.03000,0.09460,0.09000,0.32792,0.31800,0.85219,0.90600,0.02000,0.02100,0.02000,0.02200,0.37000,0.37900,0.36000,0.39700,0.01500,0.00000,1.77090,2.97300
6059 -- jimmy paredes -- BAL -- 1B/2B,5.78171,5.58300,4.17000,4.31600,3.94000,4.17300,0.68705,0.69300,0.16147,0.16600,0.01333,0.01700,0.07496,0.06600,0.16347,0.14300,1.30144,1.41100,0.07000,0.07400,0.04000,0.03800,0.40000,0.33900,0.33000,0.31000,0.00000,0.00000,1.75092,3.23100
6085 -- brett lawrie -- OAK -- 3B,5.77986,6.20800,4.08000,4.25500,3.82000,4.04400,0.65806,0.68500,0.18333,0.20400,0.00975,0.01200,0.07929,0.08500,0.18408,0.21100,0.96873,0.99900,0.04000,0.04300,0.01000,0.00900,0.36000,0.33900,0.35000,0.44500,0.02500,0.00000,1.93147,3.05800
7155 -- danny santana -- MIN -- SS,5.75758,5.47600,3.69000,3.65600,3.53000,3.52800,0.63838,0.59200,0.16259,0.14300,0.08667,0.08000,0.03515,0.03500,0.11733,0.12800,0.82338,0.83100,0.14000,0.11500,0.05000,0.03200,0.29000,0.31800,0.27000,0.29600,0.01500,0.00000,1.55664,2.67800
5740 -- brett wallace -- SD -- 1B/3B,5.75616,5.81400,4.06000,4.30700,3.65000,3.98500,0.55278,0.57400,0.15144,0.14000,0.00893,0.00400,0.10075,0.11400,0.29584,0.32200,1.09182,1.16400,0.01000,0.01200,0.01000,0.01100,0.38000,0.35000,0.40000,0.41900,0.04000,0.00000,1.55973,3.15300
5115 -- will venable -- SD -- OF,5.74018,6.43300,3.84000,4.08000,3.51000,3.74300,0.60900,0.63300,0.10937,0.12000,0.03571,0.04100,0.09159,0.10500,0.27735,0.33700,0.83053,0.87100,0.09000,0.09800,0.03000,0.02700,0.28000,0.37800,0.32000,0.34500,0.01000,0.00000,1.65721,2.84400
4840 -- ichiro suzuki -- MIA -- OF,5.72083,6.11000,4.25000,4.50900,3.99000,4.25500,0.78637,0.84500,0.11893,0.14700,0.03357,0.03600,0.01574,0.01700,0.23552,0.25400,0.73041,0.76300,0.14000,0.16400,0.04000,0.04000,0.41000,0.38800,0.21000,0.17900,0.00500,0.00000,2.56941,3.21000
6479 -- johnny giavotella -- LAA -- 2B,5.71996,5.09300,4.64000,4.71800,4.28000,4.47200,0.67092,0.69600,0.18556,0.16400,0.01273,0.01100,0.03761,0.02800,0.25077,0.24600,0.71381,0.72300,0.02000,0.02500,0.02000,0.01900,0.52000,0.39700,0.33000,0.22200,0.02000,0.00000,2.39647,3.57300
7529 -- leonys martin -- TEX -- OF,5.71894,5.76600,3.82000,3.91000,3.52000,3.64100,0.63181,0.59800,0.12378,0.14200,0.04167,0.04900,0.04034,0.04500,0.25393,0.26900,0.83680,0.80100,0.19000,0.14600,0.08000,0.06200,0.30000,0.28400,0.27000,0.35400,0.01500,0.00000,1.76484,2.80700
8761 -- travis shaw -- BOS -- 1B/3B,5.68725,5.70600,3.90000,3.80600,3.47000,3.49100,0.55313,0.51400,0.18538,0.18900,0.01690,0.01500,0.07442,0.07900,0.31080,0.31500,0.87549,0.87700,0.04000,0.04500,0.02000,0.01800,0.37000,0.35800,0.33000,0.38700,0.02000,0.00000,1.53783,2.69400
4621 -- grady sizemore -- TB -- OF,5.66936,5.59900,4.36000,4.40100,4.01000,4.11600,0.48559,0.51000,0.18374,0.19400,0.04080,0.04400,0.06789,0.07700,0.27928,0.28500,1.14399,1.14100,0.03000,0.02700,0.02000,0.02600,0.44000,0.33000,0.35000,0.33200,0.02000,0.00000,1.86065,3.29100
6035 -- domonic brown -- PHI -- OF,5.63864,5.97200,3.90000,4.09200,3.61000,3.86900,0.56074,0.56700,0.17570,0.18000,0.03300,0.04300,0.07571,0.09200,0.24838,0.22300,0.66497,0.69400,0.05000,0.05100,0.02000,0.01500,0.32000,0.32200,0.35000,0.39600,0.00500,0.00000,2.11064,2.98700
7245 -- aaron hicks -- MIN -- OF,5.62842,5.44100,3.92000,3.88300,3.46000,3.49000,0.49035,0.47900,0.11124,0.11600,0.03250,0.02100,0.07030,0.06900,0.37906,0.39300,0.81413,0.79600,0.13000,0.12400,0.05000,0.05000,0.35000,0.32100,0.31000,0.30900,0.00500,0.00000,1.71703,2.80500
6305 -- avisail garcia -- CWS -- OF,5.60676,5.27600,4.09000,4.20700,3.84000,4.04400,0.67910,0.69400,0.11706,0.13700,0.00952,0.01400,0.07048,0.05800,0.17660,0.16300,1.12066,1.11100,0.06000,0.06300,0.04000,0.03500,0.37000,0.29100,0.42000,0.33200,0.02500,0.00000,1.79901,3.14100
5751 -- matt wieters -- BAL -- C,5.56122,5.96800,3.84000,3.99700,3.53000,3.76200,0.47351,0.50000,0.19175,0.21200,0.00000,0.00000,0.13118,0.13600,0.21509,0.23500,0.87875,0.84200,0.01000,0.01400,0.01000,0.01500,0.34000,0.37800,0.36000,0.39100,0.00500,0.00000,1.86895,2.91400
2733 -- adam laroche -- CWS -- 1B,5.55115,5.59400,3.98000,4.11900,3.40000,3.59900,0.46465,0.47100,0.11706,0.13800,0.00952,0.01100,0.09690,0.09700,0.48333,0.52000,1.10978,1.13200,0.02000,0.02100,0.00000,0.00000,0.35000,0.32900,0.37000,0.31500,0.01000,0.00000,1.57414,2.88200
4175 -- alex rios -- KC -- OF,5.53743,6.15700,3.69000,3.78700,3.49000,3.64200,0.64684,0.68600,0.16708,0.18900,0.03538,0.04000,0.05221,0.06600,0.14318,0.14500,0.58054,0.58900,0.11000,0.10800,0.04000,0.03100,0.30000,0.35200,0.29000,0.35100,0.01000,0.00000,1.79365,2.66100
7082 -- kike hernandez -- LAD -- OF/SS,5.51013,6.00100,3.79000,3.85200,3.49000,3.62500,0.57336,0.59100,0.16023,0.19200,0.02344,0.03200,0.09825,0.09400,0.21948,0.22700,0.63596,0.65800,0.03000,0.02600,0.02000,0.01800,0.32000,0.34100,0.30000,0.42100,0.01500,0.00000,2.07697,2.71600
3355 -- yadier molina -- STL -- C,5.48938,5.54000,4.10000,4.23200,3.77000,3.96900,0.69410,0.74500,0.17686,0.19700,0.00000,0.00000,0.04500,0.04400,0.24639,0.26300,0.60545,0.64900,0.01000,0.01000,0.01000,0.01400,0.36000,0.28500,0.40000,0.38100,0.01500,0.00000,2.12934,2.98300
7075 -- tyler moore -- WAS -- 1B/OF,5.45609,6.17900,3.74000,3.92100,3.48000,3.73000,0.39937,0.41800,0.19054,0.21500,0.00000,0.00000,0.17761,0.17400,0.18958,0.19100,0.98071,1.06000,0.00000,0.00000,0.00000,0.00000,0.29000,0.39000,0.27000,0.47400,0.01500,0.00000,1.59874,2.92300
6324 -- adeiny hechavarria -- MIA -- 3B/SS,5.45421,5.45400,4.03000,4.32800,3.82000,4.12900,0.71924,0.76000,0.14056,0.14200,0.05595,0.07200,0.01574,0.01700,0.18432,0.19900,0.77536,0.83700,0.03000,0.02400,0.01000,0.00500,0.37000,0.28800,0.37000,0.31700,0.00500,0.00000,2.37344,3.13800
6247 -- chris owings -- ARI -- 2B,5.44993,6.25600,3.83000,4.07300,3.61000,3.85200,0.60746,0.65000,0.16568,0.19800,0.04182,0.04500,0.03636,0.04400,0.17548,0.22100,0.92456,0.98800,0.14000,0.14400,0.02000,0.02000,0.28000,0.28900,0.26000,0.40800,0.00500,0.00000,1.90348,2.91500
5728 -- mark trumbo -- SEA -- 1B/OF,5.44965,4.99500,3.97000,4.00000,3.70000,3.79000,0.46085,0.41200,0.13892,0.14700,0.00816,0.01200,0.12885,0.12100,0.20438,0.21000,0.95199,0.98100,0.01000,0.00600,0.01000,0.01800,0.39000,0.28900,0.40000,0.36300,0.00000,0.00000,1.65738,3.09800
5885 -- jose iglesias -- DET -- 3B/SS,5.43853,5.97100,3.81000,3.89800,3.50000,3.69800,0.81458,0.88200,0.11885,0.12600,0.01727,0.02300,0.02580,0.02400,0.18218,0.20000,0.44423,0.45400,0.11000,0.09500,0.06000,0.06000,0.30000,0.39100,0.26000,0.36700,0.04500,0.00000,1.97100,2.64300
8902 -- c.j. cron -- LAA -- 1B,5.43605,5.89000,3.97000,4.06000,3.70000,3.88800,0.49436,0.48700,0.15772,0.17200,0.00636,0.00400,0.13162,0.15200,0.14861,0.17200,0.77329,0.76300,0.02000,0.01700,0.01000,0.01000,0.34000,0.34600,0.33000,0.45800,0.04000,0.00000,1.92473,3.07300
3803 -- brayan pena -- CIN -- C,5.43420,5.37200,4.05000,4.24800,3.77000,4.05100,0.75178,0.80200,0.17154,0.16000,0.00950,0.00800,0.03683,0.03500,0.19344,0.19700,0.45034,0.48300,0.01000,0.00800,0.01000,0.00800,0.35000,0.31800,0.37000,0.34900,0.01000,0.00000,2.45770,3.04600
6528 -- logan forsythe -- TB -- 1B/2B,5.43041,5.37100,4.03000,4.11800,3.60000,3.82000,0.51115,0.52100,0.14505,0.15000,0.02040,0.02500,0.05941,0.07500,0.30721,0.29800,0.83015,0.86800,0.07000,0.06800,0.02000,0.02400,0.35000,0.28800,0.36000,0.32200,0.03500,0.00000,1.79585,3.04900
4255 -- sean rodriguez -- PIT -- 1B/2B,5.42763,5.22200,3.94000,3.88900,3.58000,3.65300,0.49019,0.51300,0.17021,0.15700,0.01818,0.01900,0.08294,0.08600,0.22058,0.23600,0.79644,0.84000,0.05000,0.03400,0.04000,0.03500,0.35000,0.27200,0.36000,0.38500,0.05000,0.00000,1.82903,2.87800
8460 -- cody asche -- PHI -- 3B/OF,5.41275,5.40400,4.02000,4.20400,3.75000,3.95000,0.58878,0.61400,0.19637,0.20000,0.01100,0.00800,0.05889,0.05900,0.23883,0.25400,0.96165,0.99800,0.01000,0.01400,0.01000,0.01300,0.36000,0.32400,0.38000,0.35400,0.00000,0.00000,1.93813,3.06900
7243 -- randal grichuk -- STL -- OF,5.41158,5.31700,3.88000,4.00600,3.59000,3.77800,0.45973,0.48500,0.18616,0.19200,0.03467,0.04200,0.09900,0.07700,0.19712,0.22800,1.26400,1.28000,0.04000,0.04000,0.03000,0.03600,0.29000,0.26500,0.33000,0.34100,0.03000,0.00000,1.49735,2.98200
7324 -- kevin kiermaier -- TB -- OF,5.40434,5.75900,3.70000,3.78500,3.47000,3.58800,0.43448,0.46000,0.18374,0.18700,0.09180,0.10800,0.05941,0.05400,0.17688,0.19700,0.74916,0.77100,0.09000,0.07800,0.03000,0.02900,0.27000,0.31900,0.27000,0.33800,0.01500,0.00000,1.73105,2.77900
7254 -- jedd gyorko -- SD -- 2B/3B,5.38852,5.66800,3.95000,4.19500,3.64000,3.92900,0.52467,0.53800,0.13461,0.15100,0.00000,0.00000,0.11907,0.12900,0.24037,0.26600,0.82120,0.90100,0.01000,0.01100,0.01000,0.01500,0.34000,0.33200,0.36000,0.39400,0.02000,0.00000,1.85218,3.11100
5572 -- david freese -- LAA -- 3B,5.38832,5.66100,4.08000,4.17800,3.69000,3.92100,0.55616,0.62600,0.16700,0.17800,0.00000,0.00000,0.08462,0.08600,0.26935,0.25700,1.01123,1.00700,0.01000,0.00500,0.01000,0.00700,0.35000,0.35500,0.35000,0.39900,0.03500,0.00000,1.66998,3.03100
7647 -- yan gomes -- CLE -- C,5.37485,5.85800,3.91000,4.08500,3.64000,3.95000,0.62622,0.68100,0.14708,0.14100,0.00846,0.00900,0.09945,0.11500,0.15429,0.13500,0.97922,1.04300,0.00000,0.00000,0.00000,0.00000,0.33000,0.34800,0.34000,0.46100,0.02500,0.00000,1.87712,3.00400
8500 -- addison russell -- CHC -- 2B/SS,5.36739,5.38900,3.79000,3.75600,3.42000,3.51900,0.51378,0.48300,0.21356,0.21500,0.02095,0.02200,0.06181,0.07400,0.27627,0.23700,1.22642,1.28200,0.04000,0.03900,0.02000,0.01700,0.31000,0.28100,0.29000,0.37600,0.03000,0.00000,1.41361,2.72500
4899 -- taylor teagarden -- CHC -- C,5.36288,5.33300,3.90000,3.87700,3.60000,3.61700,0.39521,0.37000,0.18444,0.19400,0.00000,0.00000,0.12362,0.12800,0.23943,0.26000,1.46345,1.47300,0.01000,0.00900,0.01000,0.01000,0.38000,0.31500,0.36000,0.39900,0.01500,0.00000,1.45400,2.92500
7098 -- didi gregorius -- NYY -- SS,5.31981,5.13600,4.04000,4.06700,3.66000,3.81200,0.60371,0.61900,0.14868,0.13900,0.02625,0.02800,0.04248,0.03800,0.28025,0.25500,0.62203,0.63200,0.05000,0.03400,0.02000,0.01700,0.35000,0.34800,0.30000,0.31900,0.03000,0.00000,2.01773,2.98800
7805 -- marcus semien -- OAK -- 3B/SS,5.31287,5.25900,3.86000,4.02700,3.63000,3.81700,0.58286,0.58400,0.18333,0.18600,0.01950,0.02100,0.06167,0.04400,0.20248,0.21000,1.14288,1.22600,0.07000,0.08300,0.03000,0.03000,0.31000,0.28100,0.28000,0.31600,0.00000,0.00000,1.67394,2.98200
6027 -- logan morrison -- SEA -- 1B/OF,5.29882,5.31000,3.75000,3.73800,3.39000,3.43500,0.47824,0.45800,0.12156,0.11400,0.01632,0.01100,0.10308,0.12200,0.27251,0.30300,0.54007,0.52000,0.06000,0.04800,0.02000,0.02200,0.32000,0.31900,0.31000,0.30900,0.01500,0.00000,1.79398,2.73000
5958 -- danny valencia -- TOR -- 3B/OF,5.27438,5.32400,3.97000,4.11400,3.73000,3.93000,0.54661,0.52300,0.19643,0.18600,0.01941,0.02400,0.07622,0.08000,0.18242,0.18400,0.76495,0.78900,0.03000,0.03700,0.03000,0.03800,0.32000,0.28300,0.32000,0.39500,0.00000,0.00000,2.00803,3.11700
1203 -- david dejesus -- TB -- OF,5.23130,5.08900,3.92000,4.00400,3.50000,3.66400,0.49411,0.51600,0.17407,0.15500,0.04080,0.04700,0.05092,0.05100,0.31652,0.34000,0.72891,0.72500,0.03000,0.02400,0.03000,0.03100,0.31000,0.28300,0.32000,0.28800,0.03000,0.00000,1.78659,2.89500
1420 -- a.j. ellis -- LAD -- C,5.21090,5.12200,3.90000,3.94400,3.37000,3.53700,0.56347,0.57300,0.11310,0.11500,0.00781,0.00500,0.06877,0.06800,0.40238,0.40700,0.68565,0.69700,0.00000,0.00000,0.00000,0.00000,0.34000,0.31400,0.34000,0.33300,0.02000,0.00000,2.01403,2.77600
6181 -- eric sogard -- OAK -- 2B,5.20968,5.51100,3.97000,4.15200,3.67000,3.92800,0.66746,0.71500,0.16296,0.17300,0.00975,0.00900,0.02643,0.02700,0.23010,0.22400,0.59865,0.61200,0.09000,0.09900,0.03000,0.02000,0.30000,0.31600,0.29000,0.31200,0.01000,0.00000,2.19890,3.00400
8669 -- kevin pillar -- TOR -- OF,5.18603,5.30700,3.86000,3.99100,3.63000,3.82900,0.60038,0.64400,0.16837,0.17700,0.00971,0.01200,0.05082,0.03900,0.15362,0.16200,0.66812,0.68000,0.11000,0.12000,0.04000,0.03500,0.30000,0.27500,0.27000,0.30000,0.02000,0.00000,2.02801,2.95700
2520 -- matt joyce -- LAA -- OF,5.18233,5.22900,3.86000,3.94800,3.34000,3.54700,0.39725,0.43900,0.16700,0.16300,0.00636,0.01000,0.09402,0.09200,0.42724,0.40100,0.86252,0.85600,0.03000,0.02500,0.03000,0.02700,0.32000,0.31500,0.28000,0.29700,0.01000,0.00000,1.63224,2.84300
5868 -- peter bourjos -- STL -- OF,5.16445,5.27300,3.77000,3.88300,3.40000,3.59600,0.49579,0.52600,0.11170,0.12200,0.04333,0.04900,0.05400,0.04800,0.27596,0.28700,1.00908,1.04300,0.15000,0.13900,0.06000,0.06000,0.25000,0.25600,0.24000,0.27600,0.03500,0.00000,1.61402,2.85100
6033 -- jesus montero -- SEA -- 1B/C,5.15914,4.70200,3.86000,3.86200,3.58000,3.66800,0.59998,0.57100,0.11287,0.11900,0.00816,0.01000,0.09449,0.07900,0.18735,0.19400,0.64076,0.69400,0.01000,0.00800,0.01000,0.01600,0.34000,0.27300,0.34000,0.29100,0.01000,0.00000,1.77577,2.88900
7268 -- juan lagares -- NYM -- OF,5.13167,5.57300,3.66000,3.83500,3.45000,3.67700,0.59403,0.63100,0.17254,0.20000,0.03455,0.03200,0.04452,0.04200,0.15268,0.15800,0.74341,0.76500,0.10000,0.09800,0.03000,0.02800,0.25000,0.24500,0.24000,0.38200,0.02000,0.00000,1.91638,2.77200
5042 -- dan uggla -- WAS -- 2B,5.13148,5.50200,3.85000,4.04800,3.33000,3.65400,0.32123,0.33800,0.12034,0.12300,0.00654,0.00900,0.13582,0.14600,0.38778,0.39400,1.09723,1.15500,0.02000,0.02300,0.01000,0.01200,0.32000,0.35600,0.30000,0.37500,0.03000,0.00000,1.52123,3.03800
4135 -- mark reynolds -- STL -- 1B/3B,5.07326,5.09400,3.99000,4.13100,3.54000,3.73300,0.38762,0.39200,0.10239,0.09500,0.00000,0.00000,0.10800,0.11700,0.39423,0.39800,1.34898,1.42000,0.03000,0.03500,0.01000,0.00600,0.36000,0.30900,0.33000,0.34800,0.01000,0.00000,1.55568,3.12900
1648 -- sam fuld -- OAK -- OF,5.06779,5.59300,3.75000,3.90300,3.36000,3.56700,0.50765,0.52700,0.15278,0.17300,0.02925,0.02800,0.02643,0.03300,0.33134,0.33600,0.72927,0.77200,0.14000,0.15300,0.03000,0.03000,0.27000,0.32500,0.21000,0.28300,0.01000,0.00000,1.92156,2.80600
5754 -- elvis andrus -- TEX -- SS,5.06658,5.38100,3.93000,4.00800,3.56000,3.66400,0.67968,0.71700,0.13262,0.12800,0.01042,0.01900,0.01614,0.01700,0.31487,0.34400,0.59484,0.62600,0.09000,0.09600,0.07000,0.06700,0.30000,0.31200,0.28000,0.30500,0.01000,0.00000,2.03937,2.78300
6434 -- chris parmelee -- BAL -- 1B/OF,5.04254,5.30000,3.73000,3.89100,3.42000,3.66300,0.47351,0.50100,0.17156,0.18200,0.00667,0.00600,0.10307,0.10500,0.21509,0.22800,1.07897,1.14700,0.01000,0.01500,0.01000,0.00900,0.30000,0.30400,0.29000,0.33400,0.02000,0.00000,1.63288,2.86900
8552 -- giovanny urshela -- CLE -- 3B,5.03324,5.60100,3.80000,3.98400,3.55000,3.79600,0.61644,0.64900,0.14708,0.16100,0.00846,0.01100,0.08137,0.09500,0.17357,0.18800,0.68754,0.72600,0.01000,0.01100,0.01000,0.00700,0.29000,0.30400,0.29000,0.39300,0.01500,0.00000,2.10912,2.88000
6802 -- paulo orlando -- KC -- OF,5.02990,4.84900,3.58000,3.66700,3.34000,3.50000,0.58307,0.55100,0.12067,0.11600,0.04423,0.04600,0.03481,0.03400,0.15273,0.16700,0.67125,0.71000,0.14000,0.11400,0.05000,0.03600,0.28000,0.24800,0.23000,0.29000,0.02500,0.00000,1.66896,2.75300
5555 -- ian desmond -- WAS -- SS,5.02268,5.90600,3.63000,3.80300,3.37000,3.59700,0.43410,0.45500,0.17048,0.17600,0.00654,0.00700,0.12537,0.12600,0.18096,0.20600,1.00013,1.11600,0.09000,0.10900,0.02000,0.02500,0.21000,0.34100,0.17000,0.37800,0.01500,0.00000,1.49216,2.83300
4032 -- alexei ramirez -- CWS -- SS,5.02246,4.93700,3.87000,3.99800,3.70000,3.87500,0.60761,0.59800,0.17559,0.18400,0.00952,0.00500,0.03524,0.04400,0.11154,0.12300,0.56577,0.60800,0.11000,0.10100,0.03000,0.02400,0.29000,0.22100,0.29000,0.29900,0.01000,0.00000,2.21943,3.04400
5872 -- cole gillespie -- MIA -- OF,5.01080,5.51100,3.69000,4.00000,3.34000,3.68500,0.49867,0.51300,0.16218,0.19000,0.03357,0.04700,0.04723,0.04900,0.27648,0.31500,0.88773,0.96400,0.07000,0.06400,0.03000,0.03600,0.26000,0.26900,0.28000,0.37000,0.02000,0.00000,1.95972,2.88600
6344 -- jean segura -- MIL -- SS,4.98837,4.91900,3.85000,4.01900,3.65000,3.85900,0.68968,0.71400,0.08121,0.07800,0.02344,0.02900,0.03441,0.03400,0.14085,0.16000,0.50626,0.54700,0.12000,0.12700,0.04000,0.03400,0.28000,0.21400,0.29000,0.25000,0.02000,0.00000,2.19374,3.00400
6733 -- jake marisnick -- HOU -- OF,4.98312,4.70700,3.78000,3.88200,3.51000,3.73300,0.50226,0.50000,0.10670,0.11500,0.01889,0.01800,0.05198,0.05500,0.17095,0.14900,1.01619,1.12300,0.19000,0.13800,0.06000,0.04600,0.29000,0.25900,0.24000,0.26200,0.02000,0.00000,1.42092,3.04500
5991 -- ezequiel carrera -- TOR -- OF,4.97373,5.19800,3.75000,3.88500,3.45000,3.64800,0.57349,0.61800,0.13096,0.11300,0.04853,0.04600,0.01694,0.02400,0.23043,0.23700,0.68749,0.77200,0.13000,0.14500,0.04000,0.04800,0.26000,0.28100,0.22000,0.25300,0.02500,0.00000,1.88815,2.84700
3180 -- casey mcgehee -- MIA -- 1B/3B,4.91815,5.23400,3.81000,4.12600,3.46000,3.80400,0.60416,0.61500,0.15137,0.17500,0.01119,0.01200,0.03149,0.03600,0.30721,0.32200,0.80907,0.87600,0.02000,0.02800,0.01000,0.00600,0.30000,0.32100,0.32000,0.32200,0.00500,0.00000,2.09037,2.96600
6693 -- will middlebrooks -- SD -- 3B,4.91792,5.55100,3.73000,3.96100,3.50000,3.80100,0.47783,0.50900,0.10096,0.10200,0.00893,0.01300,0.13739,0.15200,0.15716,0.16000,0.82120,0.90000,0.03000,0.02000,0.01000,0.01300,0.28000,0.33500,0.25000,0.41300,0.01500,0.00000,1.78394,3.02500
7691 -- l.j. hoes -- HOU -- ,4.91347,4.83300,3.89000,4.00200,3.50000,3.68100,0.52737,0.52200,0.13338,0.13400,0.01889,0.01900,0.03466,0.04000,0.31340,0.32100,0.79776,0.83000,0.09000,0.10300,0.04000,0.04700,0.29000,0.25200,0.28000,0.23900,0.01500,0.00000,1.57687,2.96600
2349 -- omar infante -- KC -- 2B,4.89865,4.67600,3.80000,3.90700,3.60000,3.74800,0.61040,0.58300,0.16708,0.15500,0.01769,0.01600,0.04351,0.04400,0.15273,0.15900,0.48983,0.54700,0.03000,0.02400,0.01000,0.01000,0.31000,0.28100,0.30000,0.30200,0.00000,0.00000,2.05263,2.95000
6373 -- freddy galvis -- PHI -- 3B/SS,4.88576,5.02000,3.79000,3.96400,3.58000,3.77400,0.57943,0.61000,0.13436,0.13500,0.04400,0.04000,0.04206,0.05200,0.18151,0.19000,0.69566,0.67400,0.05000,0.05300,0.01000,0.01400,0.26000,0.24400,0.29000,0.28500,0.00500,0.00000,2.09034,2.93700
